Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
KPTI,Karyopharm Therapeutics Inc.,11.28,$531.73M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KAAC,Kayne Anderson Acquisition Corp.,9.72,$458.45M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaac
KAACU,Kayne Anderson Acquisition Corp.,10,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacu
KAACW,Kayne Anderson Acquisition Corp.,0.83,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacw
KED,Kayne Anderson Energy Development Company,15.5,$166.77M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",10.2,$374.02M,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",13.23,$291.51M,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,15.51,$1.78B,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,25.4933,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,53.55,$21.24B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb
KBH,KB Home,27.12,$2.59B,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh
KBLM,KBL Merger Corp. IV,9.71,$144.46M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.3,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.15,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.2,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmw
KBR,"KBR, Inc.",20.28,$2.84B,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr
KBSF,KBS Fashion Group Limited,2.2482,$3.98M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KAP,"KCAP Financial, Inc.",25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap
KCAP,"KCAP Financial, Inc.",3.35,$124.57M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KCAPL,"KCAP Financial, Inc.",25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcapl
FRAC,"Keane Group, Inc.",14.82,$1.66B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/frac
KRNY,Kearny Financial,14.825,$1.21B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
K,Kellogg Company,61.96,$21.38B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k
KELYA,"Kelly Services, Inc.",26.4,$1.01B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",28,$1.07B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KIQ,Kelso Technologies Inc,0.3868,$18.15M,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq
KEM,Kemet Corporation,16.54,$791.33M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,26.55,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,64.3,$3.31B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr
KMPH,"KemPharm, Inc.",3.8,$55.7M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KMT,Kennametal Inc.,46.78,$3.79B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,19.25,$2.92B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw
KWN.CL,Kennedy-Wilson Holdings Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kwn.cl
KEN,Kenon Holdings Ltd.,16.5,$886.37M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ken
KFFB,Kentucky First Federal Bancorp,9.631,$81.28M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",6.37,$756.44M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,28.45,$77.21M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KEG,"Key Energy Services, Inc.",10.48,$210.68M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg
KTEC,"Key Technology, Inc.",16.83,$109.17M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,7.48,$80.48M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KEY,KeyCorp,18.51,$19.97B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key
KEY^I,KeyCorp,29.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^i
KEYS,Keysight Technologies Inc.,44.78,$8.33B,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys
KFRC,"Kforce, Inc.",23.3,$622.75M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KRC,Kilroy Realty Corporation,72.64,$7.15B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc
KE,"Kimball Electronics, Inc.",19.4,$521.69M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",17.99,$674.35M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KRP,Kimbell Royalty Partners,16.92,$279.11M,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,110.79,$38.97B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,18.57,$7.9B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,25.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,25.256,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^l
KMI,"Kinder Morgan, Inc.",17.74,$39.62B,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi
KMI^A,"Kinder Morgan, Inc.",37.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a
KIN,"Kindred Biosciences, Inc.",7.25,$204.1M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KND,"Kindred Healthcare, Inc.",5.9,$513.41M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd
KGJI,Kingold Jewelry Inc.,2.25,$148.54M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",15.15,$161.05M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KFS,"Kingsway Financial Services, Inc.",5.55,$131.32M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs
KONE,Kingtone Wirelessinfo Solution Holding Ltd,3.17,$4.45M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KGC,Kinross Gold Corporation,3.97,$4.95B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc
KNSL,"Kinsale Capital Group, Inc.",45.15,$946.74M,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl
KEX,Kirby Corporation,67.15,$4.01B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,13.16,$2.73B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kl
KIRK,"Kirkland&#39;s, Inc.",11.83,$189.41M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KRG,Kite Realty Group Trust,18.56,$1.55B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg
KTOV,Kitov Pharmaceuticals Holdings Ltd.,2.34,$19.25M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.768,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KKR,KKR & Co. L.P.,20.02,$9.41B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. L.P.,27.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. L.P.,27.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^b
KFN^,KKR Financial Holdings LLC,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^
KIO,KKR Income Opportunities Fund,16.45,$250.95M,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio
KIO~,KKR Income Opportunities Fund,0.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kio~
KREF,KKR Real Estate Finance Trust Inc.,20.36,$1.09B,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kref
KLAC,KLA-Tencor Corporation,106.3,$16.66B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLDX,Klondex Mines Ltd.,2.87,$515.45M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kldx
KLXI,KLX Inc.,54.96,$2.83B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KMG,"KMG Chemicals, Inc.",54.58,$649.87M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg
KNX,"Knight Transportation, Inc.",41.22,$7.32B,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",20.72,$1.02B,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,23.2,$688.9M,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,16.12,$1.44B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,42.03,$7.09B,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss
KONA,"Kona Grill, Inc.",2.9,$29.3M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
PHG,Koninklijke Philips N.V.,41.46,$38.84B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg
KOPN,Kopin Corporation,3.45,$259.29M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KOP,Koppers Holdings Inc.,47.8,$991.63M,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,17.6,$22.6B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",44.39,$258.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf
KFY,Korn/Ferry International,41.41,$2.34B,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
KRNT,Kornit Digital Ltd.,15.6,$526.27M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOS,Kosmos Energy Ltd.,8.1,$3.15B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos
KOSS,Koss Corporation,1.56,$11.52M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares CSI China Internet ETF,57.41,$195.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KRA,Kraton Corporation,49.89,$1.56B,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra
KTOS,"Kratos Defense & Security Solutions, Inc.",10.985,$1.13B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KR,Kroger Company (The),21.5,$19.12B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,26.04,$3.02B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro
KRYS,"Krystal Biotech, Inc.",9.725,$93.78M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/krys
KT,KT Corporation,14.08,$6.9B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt
KLIC,"Kulicke and Soffa Industries, Inc.",22.78,$1.62B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",14.875,$317.95M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
KVHI,"KVH Industries, Inc.",11.025,$188.4M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
KYO,Kyocera Corporation,70.12,$25.78B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LB,"L Brands, Inc.",46.72,$13.26B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb
FSTR,L.B. Foster Company,24.8,$256.49M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
SCX,L.S. Starrett Company (The),8.525,$59.65M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx
LLL,"L3 Technologies, Inc.",186.52,$14.58B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LJPC,La Jolla Pharmaceutical Company,35.04,$775.97M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LQ,La Quinta Holdings Inc.,17,$2B,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq
LH,Laboratory Corporation of America Holdings,153.74,$15.65B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,13.7,$1.52B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ladr
LTS,Ladenburg Thalmann Financial Services Inc,3.11,$610.65M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts
LTS^A,Ladenburg Thalmann Financial Services Inc,24.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a
LSBK,"Lake Shore Bancorp, Inc.",15.8,$96.42M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",20.5,$970.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,48.5,$1.21B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",14.45,$116.07M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,207.07,$33.53B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,69.97,$6.86B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LW,"Lamb Weston Holdings, Inc.",52.12,$7.62B,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lw
LANC,Lancaster Colony Corporation,126.87,$3.48B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LCA,"Landcadia Holdings, Inc.",10.015,$312.97M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca
LCAHU,"Landcadia Holdings, Inc.",10.68,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu
LCAHW,"Landcadia Holdings, Inc.",0.71,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,13.1,$360.34M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,29.61,$114.7M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,17.39,$397.96M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
LMRKO,Landmark Infrastructure Partners LP,25.2615,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.748,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",11.25,$361.07M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",99.6,$4.18B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LCI,Lannett Co Inc,20.7,$771.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LNTH,"Lantheus Holdings, Inc.",22.3,$832.92M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",1.82,$32.71M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LPI,"Laredo Petroleum, Inc.",10.4,$2.52B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi
RNLC,Large Cap US Equity Select ETF,20.845,$8.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnlc
LVS,Las Vegas Sands Corp.,65.88,$52.13B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs
LHO,LaSalle Hotel Properties,28.47,$3.22B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
LHO^I,LaSalle Hotel Properties,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i
LHO^J,LaSalle Hotel Properties,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^j
LTM,LATAM Airlines Group S.A.,13.32,$8.08B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ltm
LAQ,"Latin America Equity Fund, Inc. (The)",26.4694,$197.16M,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq
LDF,"Latin American Discovery Fund, Inc. (The)",11.39,$76.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf
LSCC,Lattice Semiconductor Corporation,5.9,$725.53M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",13.25,$2.48B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",24.65,$219.09M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,13.38,$266.02M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LGI,Lazard Global Total Return and Income Fund,17.1,$164.25M,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,47.01,$5.64B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",11.34,$78.02M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,26.65,$1.29B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,118.3,$2.95B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lcii
LCNB,LCNB Corporation,21.55,$215.9M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
LBIX,Leading Brands Inc,1.931,$5.41M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
LFGR,Leaf Group Ltd.,7.15,$147.96M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/lfgr
LPTX,"LEAP THERAPEUTICS, INC.",5.46,$51.3M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx
LEA,Lear Corporation,175.79,$11.88B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2.3,$130.45M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee
LGCY,Legacy Reserves LP,1.61,$117.34M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
LGCYO,Legacy Reserves LP,5.276,$36.93M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo
LGCYP,Legacy Reserves LP,5.27,$10.54M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp
LTXB,"LegacyTexas Financial Group, Inc.",40.17,$1.93B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,13.04,$273.71M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg
DDBI,Legg Mason Developed EX-US Diversified Core ETF,29.4526,$5.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,32.6389,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,29.6899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,30.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd
SQLV,Legg Mason Small-Cap Quality Value ETF,25.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqlv
UDBI,Legg Mason US Diversified Core ETF,31.16,$3.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi
LM,"Legg Mason, Inc.",38.69,$3.62B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.73,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",25.19,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",46,$6.06B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,24.9,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,32.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,32.77,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,11.37,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",63.66,$9.63B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.48,$200.93M,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju
LMAT,"LeMaitre Vascular, Inc.",32.01,$608.93M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
LC,LendingClub Corporation,5.63,$2.32B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc
TREE,"LendingTree, Inc.",273.25,$3.27B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
LEN,Lennar Corporation,54.62,$12.85B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",190.17,$7.94B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii
LUK,Leucadia National Corporation,25.75,$9.23B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk
LXRX,"Lexicon Pharmaceuticals, Inc.",9.99,$1.05B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LXP,Lexington Realty Trust,10.19,$2.45B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,51.515,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",13.18,$9.43B,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl
LGIH,"LGI Homes, Inc.",60.11,$1.3B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih
LGL,"LGL Group, Inc. (The)",5.96,$15.95M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl
